,score
"['bike', 'book', 'book', 'gloves', 'gloves']",27.1232296471
"['ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves']",27.1234834424
"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'gloves', 'train']",27.1239823566
"['doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",27.1283896802
"['ball', 'book', 'doll', 'doll', 'gloves', 'gloves', 'horse', 'horse']",27.1364080875
"['ball', 'ball', 'block', 'book', 'gloves', 'gloves', 'gloves', 'horse']",27.1410178136
"['ball', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",27.1465997897
"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'gloves']",27.1502099709
"['bike', 'book', 'horse']",27.1527804811
"['ball', 'ball', 'block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",27.1536602725
"['book', 'book', 'book', 'doll', 'doll', 'train']",27.1553312442
"['ball', 'doll', 'horse', 'horse', 'horse', 'horse']",27.1601793205
"['block', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",27.1638643427
"['ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse']",27.1644589102
"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'gloves', 'gloves', 'gloves', 'gloves']",27.1666666676
"['ball', 'ball', 'block', 'book', 'book', 'book', 'book', 'book']",27.1679931873
"['doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",27.1761087344
"['book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",27.177234445
"['ball', 'book', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'horse']",27.1786715082
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'train']",27.1854357936
"['ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",27.190567202
"['book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'train']",27.1955518271
"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'horse']",27.1975855569
"['ball', 'horse', 'horse', 'horse', 'horse', 'horse']",27.2005232058
"['book', 'book', 'book', 'doll', 'horse', 'train']",27.2041811827
"['ball', 'ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",27.2050509349
"['block', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",27.2056789312
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'doll', 'doll']",27.2107978415
"['ball', 'bike', 'gloves', 'gloves', 'gloves', 'gloves']",27.2145005025
"['ball', 'book', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",27.220478316
"['block', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",27.2212366418
"['gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'train']",27.2229868587
"['book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",27.2263286881
"['book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",27.2322117896
"['ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",27.2340297299
"['ball', 'ball', 'ball', 'bike', 'gloves']",27.2395559715
"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'horse', 'horse']",27.2445918024
"['ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",27.245349307
"['book', 'book', 'book', 'book', 'gloves', 'gloves', 'horse', 'train']",27.2455066871
"['block', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",27.2467856678
"['block', 'book', 'book', 'book', 'book', 'doll', 'gloves']",27.2473975988
"['book', 'book', 'book', 'horse', 'horse', 'train']",27.2524584699
"['ball', 'ball', 'ball', 'book', 'book', 'doll', 'gloves', 'train']",27.2538582179
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'doll', 'horse']",27.2553250123
"['ball', 'doll', 'doll', 'doll', 'train']",27.2619919299
"['block', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",27.2645062256
"['ball', 'ball', 'gloves', 'gloves', 'train', 'train']",27.2674446534
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'train']",27.2788286345
"['ball', 'ball', 'ball', 'block', 'book', 'book', 'doll']",27.2838432366
"['ball', 'ball', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'gloves']",27.2853150837
"['block', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves']",27.2900110724
"['block', 'book', 'book', 'book', 'book', 'gloves', 'horse']",27.2930634308
"['book', 'doll', 'doll', 'doll', 'doll', 'doll']",27.299208738
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'horse', 'horse']",27.2995065005
"['ball', 'ball', 'ball', 'book', 'book', 'gloves', 'horse', 'train']",27.3000183299
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'train']",27.3011121073
"['ball', 'doll', 'doll', 'horse', 'train']",27.3079460782
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll', 'doll', 'doll']",27.3103129989
"['ball', 'book', 'doll', 'doll', 'gloves', 'gloves', 'train']",27.3147547006
"['ball', 'ball', 'block', 'gloves', 'train']",27.3184947004
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'horse', 'train']",27.3204631547
"['ball', 'ball', 'ball', 'block', 'book', 'book', 'horse']",27.3263243096
"['ball', 'ball', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'horse']",27.3301367905
"['ball', 'ball', 'block', 'block']",27.3333333337
"['ball', 'ball', 'ball', 'block', 'book', 'book', 'book', 'gloves', 'gloves']",27.337137913
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'train']",27.3377292325
"['book', 'doll', 'doll', 'doll', 'doll', 'horse']",27.3433370129
"['ball', 'block', 'book', 'doll', 'doll', 'gloves']",27.3502188225
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll', 'doll', 'horse']",27.3520117517
"['book', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves']",27.3528904196
"['ball', 'doll', 'horse', 'horse', 'train']",27.3530357806
"['gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train', 'train']",27.3544410978
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'book', 'gloves']",27.3549580299
"['ball', 'book', 'doll', 'gloves', 'gloves', 'horse', 'train']",27.3621736839
"['ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",27.3637863298
"['ball', 'ball', 'ball', 'doll', 'doll', 'doll', 'doll', 'gloves']",27.3719479604
"['ball', 'ball', 'book', 'book', 'book', 'doll', 'gloves', 'horse', 'horse']",27.3745149726
"['bike', 'doll', 'gloves', 'gloves']",27.3828467643
"['book', 'doll', 'doll', 'doll', 'horse', 'horse']",27.3868922114
"['book', 'book', 'book', 'train', 'train']",27.3883695378
"['ball', 'block', 'book', 'doll', 'gloves', 'horse']",27.3926932388
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll', 'horse', 'horse']",27.3933985864
"['ball', 'horse', 'horse', 'horse', 'train']",27.3972040789
"['book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'horse']",27.3982639061
"['ball', 'ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'train']",27.3986039174
"['book', 'book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",27.4028466283
"['ball', 'block', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves']",27.4067138328
"['ball', 'book', 'gloves', 'gloves', 'horse', 'horse', 'train']",27.4088151666
"['ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",27.4125472783
"['ball', 'ball', 'ball', 'doll', 'doll', 'doll', 'gloves', 'horse']",27.4135378675
"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'train']",27.4153382748
"['ball', 'ball', 'ball', 'ball', 'block', 'doll', 'gloves', 'gloves']",27.4165250658
"['ball', 'ball', 'book', 'book', 'book', 'gloves', 'horse', 'horse', 'horse']",27.4184660193
"['bike', 'book', 'gloves', 'gloves', 'gloves', 'gloves']",27.4291876973
"['book', 'doll', 'doll', 'horse', 'horse', 'horse']",27.4298872764
"['ball', 'ball', 'ball', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves']",27.4328729724
"['block', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",27.4330918138
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'horse', 'horse', 'horse']",27.4345364758
"['ball', 'block', 'book', 'gloves', 'horse', 'horse']",27.434647362
"['ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'horse', 'train']",27.4425058466
"['book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'horse', 'horse']",27.4430788628
"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll', 'gloves']",27.4476943939
"['book', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",27.4494177209
"['ball', 'block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse']",27.4504655251
"['bike', 'gloves', 'gloves', 'horse']",27.454120952
"['ball', 'ball', 'ball', 'doll', 'doll', 'gloves', 'horse', 'horse']",27.4546447886
"['ball', 'ball', 'ball', 'ball', 'block', 'gloves', 'gloves', 'horse']",27.456831256
"['block', 'block', 'gloves', 'gloves', 'gloves']",27.4583291614
"['ball', 'ball', 'bike', 'book', 'gloves']",27.4593114872
"['ball', 'block', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",27.4593481051
"['ball', 'block', 'book', 'book', 'book', 'book', 'book', 'book']",27.4708637446
"['book', 'doll', 'horse', 'horse', 'horse', 'horse']",27.472347425
"['ball', 'ball', 'ball', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse']",27.4757211563
"['ball', 'ball', 'ball', 'ball', 'block', 'book', 'gloves', 'gloves', 'gloves', 'gloves']",27.4802454228
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'train']",27.4855704385
"['book', 'book', 'doll', 'gloves', 'gloves', 'horse', 'horse', 'horse']",27.4873382834
"['ball', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",27.4919458393
"['ball', 'ball', 'ball', 'doll', 'gloves', 'horse', 'horse', 'horse']",27.4953377681
"['book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",27.495452072
"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'horse']",27.4968209707
"['ball', 'doll', 'train', 'train']",27.5014475644
"['ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",27.5113219541
"['book', 'horse', 'horse', 'horse', 'horse', 'horse']",27.5143146732
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll']",27.5155535721
"['ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",27.5180532212
"['book', 'book', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",27.531053971
"['ball', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",27.5351934358
"['ball', 'ball', 'ball', 'gloves', 'horse', 'horse', 'horse', 'horse']",27.5357163479
"['ball', 'ball', 'block', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",27.5407106632
"['book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",27.5409457619
"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'horse', 'horse']",27.5455711807
"['ball', 'book', 'gloves', 'gloves', 'train', 'train']",27.5486496411
"['ball', 'ball', 'book', 'book', 'book', 'doll', 'gloves', 'train']",27.551182393
"['ball', 'horse', 'train', 'train']",27.5544002011
"['book', 'doll', 'doll', 'doll', 'train']",27.5575922314
"['ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",27.5584624895
"['ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",27.5599140809
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'doll', 'horse']",27.5617640681
"['ball', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",27.5777192899
"['ball', 'ball', 'block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",27.5818017169
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll', 'train']",27.5868903088
"['ball', 'book', 'book', 'book', 'book', 'doll', 'doll', 'doll', 'gloves']",27.5887410348
"['ball', 'ball', 'block', 'book', 'book', 'book', 'doll']",27.5932763497
"['ball', 'ball', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'train']",27.5964625525
"['ball', 'ball', 'book', 'book', 'book', 'gloves', 'horse', 'train']",27.5997762262
"['book', 'doll', 'doll', 'horse', 'train']",27.6063750667
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'horse', 'horse']",27.6075846474
"['book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'train']",27.6080605183
"['ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse']",27.6195353823
"['ball', 'block', 'book', 'gloves', 'train']",27.6212851582
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'doll', 'doll']",27.6215355277
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'horse', 'train']",27.6310681527
"['ball', 'book', 'book', 'book', 'book', 'doll', 'doll', 'gloves', 'horse']",27.635491321
"['ball', 'ball', 'block', 'book', 'book', 'book', 'horse']",27.6375075984
"['ball', 'ball', 'ball', 'doll', 'doll', 'gloves', 'train']",27.6431528569
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'train']",27.6434227967
"['ball', 'ball', 'block', 'book', 'book', 'book', 'book', 'gloves', 'gloves']",27.6450326032
"['ball', 'block', 'block', 'book']",27.648611059
"['book', 'doll', 'horse', 'horse', 'train']",27.6543812078
"['bike', 'book', 'train', 'train']",27.6549099337
"['book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",27.6550201516
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'train']",27.6555459325
"['book', 'book', 'doll', 'gloves', 'gloves', 'horse', 'train']",27.6581536483
"['block', 'book', 'book', 'doll', 'doll', 'gloves']",27.6587088116
"['ball', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'horse', 'horse']",27.6606727581
"['block', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",27.6621981362
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'doll', 'horse']",27.6649143883
"['ball', 'ball', 'ball', 'block', 'doll', 'doll']",27.6659929616
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block']",27.6666666681
"['ball', 'ball', 'ball', 'ball', 'ball', 'block', 'book', 'book', 'gloves']",27.6698055717
"['ball', 'bike', 'book', 'book', 'gloves']",27.6791943956
"['ball', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'horse', 'horse']",27.6817668944
"['ball', 'ball', 'book', 'doll', 'doll', 'doll', 'doll', 'gloves']",27.6824573926
"['ball', 'ball', 'ball', 'doll', 'gloves', 'horse', 'train']",27.6883994348
"['bike', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",27.6988067936
"['ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'train']",27.7012981879
"['book', 'horse', 'horse', 'horse', 'train']",27.7015548882
"['block', 'book', 'book', 'doll', 'gloves', 'horse']",27.7033367477
"['block', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",27.7053895778
"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'train']",27.7054778597
"['book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",27.7063116099
"['ball', 'ball', 'ball', 'block', 'doll', 'horse']",27.7067353043
"['book', 'book', 'gloves', 'gloves', 'horse', 'horse', 'train']",27.7075529555
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll', 'horse', 'horse']",27.707866023
"['block', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves']",27.7132721138
"['ball', 'ball', 'book', 'doll', 'doll', 'doll', 'gloves', 'horse']",27.726130177
"['ball', 'book', 'book', 'book', 'book', 'gloves', 'horse', 'horse', 'horse']",27.7275706951
"['ball', 'ball', 'ball', 'block', 'book', 'doll', 'gloves', 'gloves']",27.7318854556
"['ball', 'ball', 'ball', 'gloves', 'horse', 'horse', 'train']",27.7326588326
"['doll', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves']",27.7372758782
"['ball', 'ball', 'book', 'book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves']",27.7415049742
"['ball', 'ball', 'ball', 'block', 'horse', 'horse']",27.7471210803
"['block', 'book', 'book', 'gloves', 'horse', 'horse']",27.7473602983
"['ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'horse', 'train']",27.7481749111
"['ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'doll', 'gloves', 'gloves']",27.7484837779
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'horse', 'horse', 'horse']",27.7504305944
"['ball', 'ball', 'bike', 'gloves', 'gloves', 'gloves']",27.7504778439
"['ball', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",27.7514724173
"['block', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse']",27.759197596
"['block', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",27.7640210954
"['ball', 'ball', 'book', 'doll', 'doll', 'gloves', 'horse', 'horse']",27.7692159893
"['bike', 'gloves', 'train', 'train']",27.7726579102
"['block', 'book', 'book', 'book', 'book', 'book', 'book', 'book']",27.7735369766
"['ball', 'ball', 'ball', 'block', 'book', 'gloves', 'gloves', 'horse']",27.7738894315
"['book', 'doll', 'train', 'train']",27.7808628423
"['doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'horse']",27.7816044197
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'train']",27.7843314781
"['ball', 'ball', 'book', 'book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'horse']",27.786482592
"['ball', 'block', 'doll', 'doll', 'gloves', 'gloves', 'gloves']",27.7888838131
"['ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'doll', 'gloves', 'gloves', 'horse']",27.7896235736
"['ball', 'ball', 'ball', 'ball', 'bike']",27.7898239381
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'block', 'gloves', 'gloves', 'gloves']",27.7916666678
"['ball', 'ball', 'ball', 'block', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves']",27.7939023525
"['book', 'doll', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",27.7984761962
"['ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'train']",27.8002033789
"['ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",27.8065611554
"['ball', 'ball', 'book', 'doll', 'gloves', 'horse', 'horse', 'horse']",27.8117445929
"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book', 'doll', 'doll']",27.820172662
"['doll', 'doll', 'doll', 'gloves', 'gloves', 'horse', 'horse']",27.8251547477
"['book', 'book', 'gloves', 'gloves', 'train', 'train']",27.8263486658
"['ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'horse', 'horse']",27.8303446762
"['ball', 'ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",27.8308759744
"['ball', 'block', 'doll', 'gloves', 'gloves', 'gloves', 'horse']",27.8309012337
"['book', 'horse', 'train', 'train']",27.8365936663
"['book', 'doll', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",27.8442775953
"['ball', 'book', 'book', 'book', 'book', 'doll', 'gloves', 'train']",27.8463949636
"['ball', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse', 'train']",27.8479709445
"['ball', 'block', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",27.8536048532
"['ball', 'ball', 'book', 'gloves', 'horse', 'horse', 'horse', 'horse']",27.8537648247
